0;0;0;0;land;false;unknown;0
1;190;162;216;land;false;desert;1
2;219;123;178;land;false;plains;1
3;135;229;232;land;true;urban;1
4;208;72;250;land;false;hills;1
5;156;248;100;land;false;hills;1
6;209;209;234;land;true;plains;1
7;231;251;94;land;false;plains;1
8;246;159;209;land;false;plains;1
9;156;201;163;land;true;urban;1
10;189;209;129;land;false;desert;1
11;247;176;160;land;false;hills;1
12;208;141;254;land;false;desert;1
13;250;207;76;land;false;plains;1
14;166;206;224;land;false;urban;1
15;236;191;140;land;false;urban;1
16;150;218;169;land;false;urban;1
17;177;230;146;land;false;urban;1
18;203;234;188;land;false;urban;1
19;189;213;154;land;false;urban;1
20;201;159;157;land;true;forest;1
21;140;120;242;land;false;plains;1
22;151;138;243;land;false;urban;1
23;186;166;245;land;false;urban;1
24;18;253;237;land;false;desert;1
25;253;251;77;land;false;urban;1
26;132;254;223;land;false;forest;1
27;154;146;207;land;false;urban;1
28;225;247;150;land;false;urban;1
29;249;183;111;land;false;urban;1
30;231;200;230;land;false;plains;1
31;245;100;216;land;false;urban;1
32;202;172;174;land;false;forest;1
33;170;135;235;land;false;urban;1
34;101;163;247;land;false;urban;1
35;177;169;250;land;false;urban;1
36;208;240;163;land;true;urban;1
37;182;226;220;land;true;urban;1
38;89;238;238;land;false;urban;1
39;76;224;250;land;false;plains;1
40;104;230;228;land;false;urban;1
41;210;212;216;land;false;urban;1
42;189;132;207;land;false;plains;1
43;227;168;237;land;false;urban;1
44;79;241;235;land;false;urban;1
45;226;235;124;land;false;desert;1
46;202;234;152;land;true;urban;1
47;162;140;221;land;false;plains;1
48;237;220;164;land;false;urban;1
49;163;187;155;land;true;urban;1
50;197;249;115;land;false;plains;1
51;86;248;239;land;false;urban;1
52;179;239;87;land;false;urban;1
53;188;225;224;land;false;urban;1
54;115;234;159;land;false;plains;1
55;145;238;160;land;false;forest;1
56;244;219;120;land;false;hills;1
57;204;94;248;land;false;urban;1
58;220;213;131;land;false;desert;1
59;69;235;252;land;false;plains;1
60;201;212;192;land;false;urban;1
61;223;166;138;land;true;urban;1
62;151;212;210;land;false;plains;1
63;182;213;191;land;true;urban;1
64;243;125;219;land;false;urban;1
65;84;242;179;land;false;plains;1
